,Column1,ID,Reference,Received,Confirmed,Farm,Field,Crop,EC  mS/cm,Phosphorus (Sap-ICP) ppm,Potassium (Sap-ICP) ppm,Calcium (Sap-ICP) ppm,Manganese (Sap-ICP) ppm,Zinc (Sap-ICP) ppm,Sulfur (Sap-ICP) ppm,Copper (Sap-ICP) ppm,Magnesium (Sap-ICP) ppm,Iron (Sap-ICP) ppm,Boron (Sap-ICP) ppm,Brix (Sap) %,pH (sap),Cl (sap) ppm,Sodium (Sap-ICP) ppm,Silicon (Sap-ICP) ppm,Aluminium (Sap-ICP) ppm,Cobalt (Sap-ICP) ppm,Molybdenum (Sap-ICP) ppm,N (sap) ppm,Total Sugars g/100g,NH4-N mg/kg,TN~ mg/kg
3594,95,1930525,,2021-05-12T02:13:00,2021-05-13T08:04:29,Strong Agronomy Management,Bomb H8L4A New,Hemp,12.7,89,2650,891,4.88,3.92,284,3.11,534,8.89,5.38,5.5,7.5,2025,5.42,114,0.1,-0.01,0.96,122,0.6,110,2570
3595,46,1926741,,2021-03-04T04:57:00,2021-03-08T05:35:44,African Nectar Farms,PKB mother Old,Hemp,9.21,90,2650,1150,5.2,0.75,115,4.3,295,3.9,14,2,6.2,2225,1.1,61,0.24,0.07,2.9,255,0.15,3.5,1750
3596,1,1927514,,2021-03-23T23:52:00,2021-03-25T06:56:24,Med Men,CHTD - Stock Old,Hemp,10.6,200,2650,1810,20,13,356,6.76,541,28,8.87,4.9,6.3,2025,46,85,0.14,0.39,3.76,452,0.5,13.5,3840
3597,113,1920312,,2020-10-01T03:35:00,2020-10-02T22:16:25,Strong Agronomy Management,Shadehouse 1 New,Hemp,5.21,252,2650,829,3.51,2.77,351,1.24,690,2.58,6.16,6.5,6.6,2000,12,111,0.57,0.3,1.71,413,1.78,17.75,1960
3598,114,1923117,,2021-01-08T01:03:00,2021-01-09T05:31:02,Soil Basics,BSC -Kirkman Hill -Block 1 New,Lemon,3.01,312,2650,1400,2.1,6,218,5.5,398,1.6,2.5,17.4,5.6,1460,14,28,0.56,0.01,-0.01,75,3.78,0,2820
3599,12,1922718,,2020-12-10T04:41:00,2020-12-12T05:43:07,Common Citizen,PBB New,Hemp,5.65,358,2650,1590,2.15,1.15,255,0.28,734,4.01,7.01,6.1,6.2,1375,5.61,82,-0.01,0.02,0.03,166,1.05,0,2680
3600,12,1921658,,2020-11-12T07:22:00,2020-11-14T05:34:06,Common Citizen,CS Old,Hemp,5.74,594,2650,666,1,0.5,158,0.03,293,0.57,3.45,3.4,6.2,1400,6.58,122,-0.01,-0.01,0.15,832,0.12,100,1820
3601,70,1921987,,2020-11-19T07:13:00,2020-11-21T05:09:56,Common Citizen,Fine Dining New,Hemp,5.19,639,2650,1030,1.89,-0.01,312,0.06,317,-0.01,7.74,3.7,6.1,1200,11,62,0.02,-0.01,0.06,655,0.73,123,1860
3602,29,1923426,,2021-01-21T07:07:00,2021-01-23T05:32:02,Common Citizen,DD New,Hemp,6.69,688,2650,488,0.46,0.54,180,0.1,176,0.34,2.24,4.6,6.5,1150,14,93,0.01,-0.01,0.11,222,1.03,0,1650
3603,29,1922922,,2020-12-17T04:13:00,2020-12-18T06:38:44,Common Citizen,CS Old,Hemp,5.05,710,2650,1000,1.52,0.21,281,0.16,767,1.36,4.49,6.1,6.9,1375,30,81,0.56,0.02,-0.01,40,1.38,0,2340
3604,59,1920281,,2020-10-01T03:29:00,2020-10-02T06:51:00,Common Citizen,PGOG Old,Hemp,5.87,743,2650,645,0.93,0.28,220,0.07,298,-0.01,1.87,3.8,5.9,1975,6.66,97,0.01,-0.01,1.08,141,0.38,28.25,1880
3605,84,1912070,,2020-03-20T04:00:00,2020-03-24T05:46:40,Strong Agronomy Management,Banjo H1L5 New,Hemp,8.86,122,2649,1113,7.2,7.2,287,6.4,546,12,13,5.5,7.1,1594,21,95,-0.01,0.45,2.9,128,1.1,-0.01,411
3606,169,1915467,,2020-06-25T14:00:00,2020-06-27T09:47:01,Natural Ecosystem Restoration,Hart 1 Old,Corn,9.8,229,2648,923,13.8,0.3,181,0.72,433,1.48,2.18,4.2,5.8,3725,38.9,140,0.08,0.01,-0.01,864,0.25,125,1740
3607,137,1914040,,2020-05-27T14:00:00,2020-05-29T07:46:41,Strong Agronomy Management,Viroid Banjo New,Hemp,7.59,141,2647,783,8.05,5.23,310,1.42,617,2.97,19.1,8.8,7,2320,17.4,130,0.07,0.18,2.65,199,1.9,48,1410
3608,76,1912072,,2020-03-20T04:00:00,2020-03-21T06:32:07,Soil Doctor Consulting,Tomato New,Tomato determinate,10.59,319,2647,530,1.1,1.4,506,0.41,239,1.9,0.85,2.1,6.5,760,86,19,-0.01,-0.01,0.12,2414,,,
3609,114,1918833,,2020-08-25T14:00:00,2020-08-28T04:43:59,Strong Agronomy Management,Trials East Side New,Hemp,5,146,2646,775,9.08,9.59,220,8.16,467,3.86,10,4.1,7,1250,14,86,0.38,0.08,0.46,881,0.73,187.25,1060
3610,65,1916328,,2020-07-14T04:00:00,2020-07-16T03:29:45,Cowles Berry Farm,B-25 Old,Blackberry,7.69,199,2646,1440,54,1.97,208,0.51,660,2.44,4.92,8.1,6,2025,88.9,6.51,-0.01,0.04,-0.01,155,2.43,40,943
3611,150,1906017,,2019-08-01T04:00:00,2019-08-02T07:48:56,Zeiset Ag,New Block 1083,Corn,9.9,265,2646,368,3.1,0.9,98,0.75,121,1.2,6.7,4.5,6.1,556,4.7,48,-0.05,-0.05,0.16,261,,,
3612,150,1906017,,2019-08-01T04:00:00,2019-08-02T07:48:56,Zeiset Ag,New Block 1083,Corn,9.9,265,2646,368,3.1,0.9,98,0.75,121,1.2,6.7,4.5,6.1,556,4.7,48,-0.05,-0.05,0.16,261,,,
3613,150,1906017,,2019-08-01T04:00:00,2019-08-02T07:48:56,Zeiset Ag,New Block 1083,Corn,9.9,265,2646,368,3.1,0.9,98,0.75,121,1.2,6.7,4.5,6.1,556,4.7,48,-0.05,-0.05,0.16,261,,,
3614,169,1904884,,2019-06-28T04:00:00,2019-06-29T04:08:31,Krieger's Wholesale Nursery,Blueberries 8,Blueberry Highbush,14.9,762,2646,539,23,6,416,1.8,570,5.4,1.4,16,3.2,1585,149,78,8.8,-0.05,0.16,471,,,
3615,169,1904884,,2019-06-28T04:00:00,2019-06-29T04:08:31,Krieger's Wholesale Nursery,Blueberries 8,Blueberry Highbush,14.9,762,2646,539,23,6,416,1.8,570,5.4,1.4,16,3.2,1585,149,78,8.8,-0.05,0.16,471,,,
3616,169,1904884,,2019-06-28T04:00:00,2019-06-29T04:08:31,Krieger's Wholesale Nursery,Blueberries 8,Blueberry Highbush,14.9,762,2646,539,23,6,416,1.8,570,5.4,1.4,16,3.2,1585,149,78,8.8,-0.05,0.16,471,,,
3617,12,1910504,,2020-01-08T06:00:00,2020-01-09T02:54:57,Rudra Farms,Green House Old,Hemp,11.03,75,2645,1856,3.7,1.2,1660,70,1542,7.5,8.5,9,7.5,2123,161,132,-0.01,-0.01,17,261,,,
3618,12,1910504,,2020-01-08T06:00:00,2020-01-09T02:54:57,Rudra Farms,Green House Old,Hemp,11.03,75,2645,1856,3.7,1.2,1660,70,1542,7.5,8.5,9,7.5,2123,161,132,-0.01,-0.01,17,261,,,
3619,12,1910504,,2020-01-08T06:00:00,2020-01-09T02:54:57,Rudra Farms,Green House Old,Hemp,11.03,75,2645,1856,3.7,1.2,1660,70,1542,7.5,8.5,9,7.5,2123,161,132,-0.01,-0.01,17,261,,,
3620,90,1914223,,2020-06-01T14:00:00,2020-06-03T08:18:20,Agri-Labs Inc,YC - Brooks New,Corn,7.32,234,2642,227,3.6,1.22,85.5,0.31,132,0.85,0.71,4.2,6.4,285,3.16,78.8,0.27,-0.01,-0.01,1280,0.48,88,1650
3621,181,1906373,,2019-08-10T04:00:00,2019-08-13T06:11:45,Scattering Creek Farms,Greenhouse New,Hemp,15,298,2642,853,0.94,5.3,422,0.39,467,1.7,3.3,8.7,5.9,767,5.7,55,-0.05,0.06,-0.05,368,,,
3622,181,1906373,,2019-08-10T04:00:00,2019-08-13T06:11:45,Scattering Creek Farms,Greenhouse New,Hemp,15,298,2642,853,0.94,5.3,422,0.39,467,1.7,3.3,8.7,5.9,767,5.7,55,-0.05,0.06,-0.05,368,,,
3623,181,1906373,,2019-08-10T04:00:00,2019-08-13T06:11:45,Scattering Creek Farms,Greenhouse New,Hemp,15,298,2642,853,0.94,5.3,422,0.39,467,1.7,3.3,8.7,5.9,767,5.7,55,-0.05,0.06,-0.05,368,,,
3624,92,1923788,,2021-02-02T06:00:00,2021-02-03T06:03:00,Michicann,V3 New,Hemp,7.3,35,2640,833,0.88,2.69,331,0.18,445,2.95,1.59,4.6,7.8,1525,29,119,0.14,0.03,0.05,444,0.95,0,1990
3625,23,1923167,,2021-01-13T03:15:00,2021-01-14T03:54:08,Strong Agronomy Management,Garlic H2L1 -Old,Hemp,7.54,70,2640,1360,8.1,11,457,1.7,603,1.2,5.3,4.1,6.9,2600,18,98,0.05,1.1,0.37,1332,0.3,0,2220
3626,51,1917014,,2020-07-23T14:00:00,2020-07-25T06:10:35,Natural Ecosystem Restoration,Williams 10 Old,Corn,7.64,83,2640,905,11,0.82,251,0.19,702,4.34,2.03,4.1,5.3,2525,98,151,0.3,0.02,5.24,28,0.02,147.5,1240
3627,69,1930940,,2021-05-19T01:36:00,2021-05-20T01:11:02,Jason Farrington,Sample #2 New,Hemp,10.37,114,2640,1720,9.44,6.49,292,0.98,533,2.26,107,7.5,6.9,2700,2.63,137,0.78,0.12,0.4,48,2.05,40,1460
3628,62,1911035,,2020-01-30T06:00:00,2020-01-30T05:59:58,NEW AGE Labs,Wheat,Wheat,9.5,125,2640,652,12.5,17.2,65,1.5,475,2.3,3.2,5.2,6.3,1230,42,75,-0.5,0.03,0.25,230,,,
3629,55,1928945,,2021-04-23T00:57:00,2021-04-24T04:43:16,Strong Agronomy Management,Bomb H8L4A Old,Hemp,7.69,149,2640,852,4.54,5.74,1030,2.91,625,5.99,5.98,8.1,7,2850,40,74,0.53,0.35,0.81,51,2.5,0,2060
3630,27,1917002,,2020-07-23T14:00:00,2020-07-25T05:19:32,Natural Ecosystem Restoration,#3 Old,Corn,9.07,164,2640,929,14,0.55,87,0.68,750,1.1,2.54,5.8,5.6,3050,75,72,0.59,0.02,1.94,111,1.08,150,1790
3631,18,1930344,,2021-05-07T01:28:00,2021-05-08T06:29:05,Natural Ecosystem Restoration,BRADEN - 29 W New,Cereal Rye,11.63,169,2640,1970,23,1.76,360,0.89,443,5.32,3.36,9.3,5.8,8525,103,112,0.09,0.05,0.14,23,0.25,81.25,4320
3632,80,1930041,,2021-05-01T01:32:00,2021-05-05T04:54:37,Marshall Farms,NE 29 New,Wheat,5.33,182,2640,564,21,1.61,200,0.66,138,3.19,0.93,8.2,6.5,2125,5.05,56,0.16,-0.01,-0.01,211,0.4,100,4730
3633,41,1928931,,2021-04-22T05:24:00,2021-04-24T04:19:53,High Life Farms,F11 - Rozay Cake Old,Hemp,7.67,185,2640,1840,2.44,5.11,181,0.77,487,2.06,25,5.7,6.6,550,21,41,0.05,0.01,0.25,128,1,6.75,2310
3634,136,1930170,,2021-05-05T05:13:00,2021-05-07T02:23:30,Common Citizen,BGel New,Hemp,6.75,236,2640,1737,1.55,1.21,272,0.1,520,2.35,3.51,6.1,6.3,1300,2.52,92,0.05,-0.01,-0.01,89,0.82,135,3250
3635,74,1920041,,2020-09-23T14:00:00,2020-09-26T05:18:57,Common Citizen,PGOG New,Hemp,3.3,271,2640,680,0.49,-0.01,180,0.02,367,0.3,3.6,4.7,6.6,1400,4.18,99,-0.01,-0.01,0.92,189,0.98,85,1790
3636,184,1919453,,2020-09-09T14:00:00,2020-09-12T05:34:15,Common Citizen,GDP New,Hemp,5.1,275,2640,658,1.04,-0.01,214,0.02,445,1.11,5.04,4.2,6.7,1225,5.81,108,-0.01,-0.01,2.1,367,1.05,41.5,1290
3637,111,1920310,,2020-10-01T03:35:00,2020-10-02T22:16:24,Strong Agronomy Management,Bomb Eastside New,Hemp,5.68,379,2640,1250,38,16,550,11,983,6.87,6.98,5.7,6.2,3500,16,85,1.2,0.09,7.95,151,1.05,80,1540
3638,65,1923103,,2021-01-07T06:29:00,2021-01-09T05:12:42,Common Citizen,LAKC Old,Hemp,6.17,408,2640,1020,1.2,0.74,166,0.07,313,0.7,5.4,3.9,6.4,1300,13,86,0.19,-0.01,-0.01,533,0.43,25,2180
3639,59,1919691,,2020-09-17T04:00:00,2020-09-18T04:39:28,Simonian Fruit,Mukchian 8D Plum New,Plum,5.36,413,2640,10,7.1,8.99,95,1.68,404,6.99,11,8.4,5,1130,15,25,4.7,4.3,2.32,256,0.69,55.2,1600
3640,78,1923200,,2021-01-14T02:58:00,2021-01-15T06:36:01,Soil Basics,BSC - Cross Creek Block 7 New,Citrus - Mandarin,3.2,493,2640,3360,7.29,5.76,300,4.76,685,-0.01,5.74,10,6.1,910,61,51,0.38,0.02,0.31,14,2.36,0,2380
3641,52,1926688,,2021-03-03T05:46:00,2021-03-08T05:46:03,Common Citizen,Mochi New,Hemp,8.88,664,2640,1270,1.5,0.93,242,0.06,409,0.98,3.7,4.3,5.9,1125,6.8,86,0.11,-0.01,-0.01,46,0.57,80,3010
3642,120,1913399,,2020-05-08T04:00:00,2020-05-09T05:11:51,Strong Agronomy Management,Banjo H7L3A New,Hemp,7.01,89,2639,875,2.1,2.6,196,0.93,357,0.79,5.6,4.8,7.4,127,12,113,-0.01,0.03,0.13,49,0.84,10,48.4
3643,32,1913593,,2020-05-14T04:00:00,2020-05-15T06:57:29,Jones Farms,Greg Crowley Old,Almonds,12.48,156,2638,1209,5.6,0.97,136,-0.01,718,1,3.4,3.9,6.2,349,8,27,1.2,-0.01,-0.01,66,0.33,-0.01,750
3644,19,1916717,,2020-07-20T14:00:00,2020-07-22T06:03:57,Natural Ecosystem Restoration,VANCE 3 Old,Cotton,11.6,70,2637,4820,15,-0.01,914,0.55,535,0.3,6.69,7.9,6.6,5175,6.14,65,0.78,0.02,3.41,80,0,147.5,2860
3645,50,1926280,,2021-02-18T04:58:00,2021-02-26T10:34:20,African Nectar Farms,Banana Dolce New,Hemp,6.45,207,2637,1291,1.66,2.93,332,-0.01,706,2.26,3.76,5.1,6.7,1900,3.21,99,-0.01,-0.01,-0.01,32,0.57,0,2980
3646,47,1915965,,2020-07-08T04:00:00,2020-07-09T08:53:03,Strong Agronomy Management,Mandolin West Side New,Hemp,6.95,183,2634,653,13.1,11.6,245,11.1,503,8.82,5.31,6.9,6.9,1800,13.4,125,-0.01,0.06,-0.01,54,3.5,110,1440
3647,16,1912345,,2020-03-27T14:00:00,2020-04-01T06:35:59,Craig Gresbrecht,Gober,Wheat,4.91,204,2634,244,2.5,3.4,256,0.32,142,0.74,0.72,4.4,7.3,1484,33,124,-0.01,0.01,0.07,84,-0.01,214,1191
3648,18,1917334,,2020-07-29T14:00:00,2020-07-31T07:30:08,Trent Nicholson,Soybean Prem Treated,Soyabean,5.83,348,2634,526,1.68,3.62,109,0.29,426,0.5,3.75,5.4,6.3,400,3.13,58,0.56,0.01,1.59,24,0.25,155.75,2240
3649,119,1917958,,2020-08-11T14:00:00,2020-08-14T05:39:00,Strong Agronomy Management,Bomb Eastside New,Hemp,6.17,56,2631,1030,3.55,4.01,343,3.36,436,2.58,8.15,5.5,7.3,2375,9.14,112,0.04,0.03,1.28,80,1.5,108.25,1260
3650,119,1917958,,2020-08-11T14:00:00,2020-08-14T05:39:00,Strong Agronomy Management,Bomb Eastside New,Hemp,6.17,56,2631,1030,3.55,4.01,343,3.36,436,2.58,8.15,5.5,7.3,2375,9.14,112,0.04,0.03,1.28,80,1.5,108.25,1260
3651,119,1917958,,2020-08-11T14:00:00,2020-08-14T05:39:00,Strong Agronomy Management,Bomb Eastside New,Hemp,6.17,56,2631,1030,3.55,4.01,343,3.36,436,2.58,8.15,5.5,7.3,2375,9.14,112,0.04,0.03,1.28,80,1.5,108.25,1260
3652,122,1917961,,2020-08-11T14:00:00,2020-08-14T05:45:34,Strong Agronomy Management,Trials East Side Old,Hemp,5.96,67,2630,1130,5.54,4.58,250,4.45,638,3.18,9.77,5.9,7,3550,12,101,0.05,0.04,3.28,28,1.9,92.75,1510
3653,122,1917961,,2020-08-11T14:00:00,2020-08-14T05:45:34,Strong Agronomy Management,Trials East Side Old,Hemp,5.96,67,2630,1130,5.54,4.58,250,4.45,638,3.18,9.77,5.9,7,3550,12,101,0.05,0.04,3.28,28,1.9,92.75,1510
3654,122,1917961,,2020-08-11T14:00:00,2020-08-14T05:45:34,Strong Agronomy Management,Trials East Side Old,Hemp,5.96,67,2630,1130,5.54,4.58,250,4.45,638,3.18,9.77,5.9,7,3550,12,101,0.05,0.04,3.28,28,1.9,92.75,1510
3655,142,1924468,,2021-02-06T03:39:00,2021-02-10T05:32:35,Narrow Ridge Hops,12 Main A Old,Lettuce,7.43,89,2630,759,22,1.72,48,0.17,135,1.3,1.13,1.6,6.2,1450,286,12,0.12,0.3,0.24,877,0.22,0,1120
3656,98,1931488,,2021-05-27T01:56:00,2021-05-28T04:14:48,Soil Basics,AS - Control Old,Almonds,1.84,133,2630,803,16,20,102,0.27,752,4.16,4.79,4.8,5.5,680,66,44,3.66,0.01,-0.01,10,0.5,0,993
3657,39,1927552,,2021-03-24T02:15:00,2021-03-25T07:16:05,Strong Agronomy Management,Wedcake H6L2 Old,Hemp,8.81,151,2630,1440,9.2,4.74,430,3.23,452,2.98,4.34,4.9,6.5,3225,8.79,93,0.13,0.25,13,107,0.75,31.75,2740
3658,67,1930496,,2021-05-12T00:19:00,2021-05-13T03:55:34,California Olive Ranch - Artois Ranch,Sample 10 New,Olives,8.19,312,2630,298,3.67,5.53,254,38,198,2.19,2.54,12.6,5.3,850,11,5.41,0.36,-0.01,-0.01,70,4.35,0,826
3659,65,1920287,,2020-10-01T03:30:00,2020-10-02T06:51:10,Common Citizen,GEL Old,Hemp,6.54,331,2630,790,0.91,0.06,160,0.04,288,-0.01,1.77,3.1,6.2,975,10,85,-0.01,-0.01,0.97,264,0.1,37.5,2850
3660,10,1921211,,2020-10-29T06:08:00,2020-10-31T02:19:39,Common Citizen,PX New,Hemp,4.65,360,2630,703,0.61,-0.01,125,-0.01,241,0.12,1.77,4.1,6.6,1125,5.75,110,0.03,-0.01,0.71,222,1.08,105,1650
3661,126,1923846,,2021-02-03T06:02:00,2021-02-05T06:02:16,Common Citizen,Mochi Old,Hemp,6.93,741,2630,650,0.45,0.37,120,0.06,472,3.1,1.86,4.1,6.2,1050,7.5,90,-0.01,-0.01,-0.01,144,0.5,6.25,2370
3662,14,1922717,,2020-12-10T04:41:00,2020-12-12T05:43:35,Common Citizen,PB Old,Hemp,5.3,1060,2630,676,0.79,0.64,189,0.26,852,-0.01,3.21,5.5,6.2,1625,11,78,-0.01,-0.01,-0.01,36,1.18,0,2580
3663,40,1927017,,2021-03-10T04:30:00,2021-03-11T08:58:59,Common Citizen,DD New,Hemp,8,2700,2630,1320,1.18,2.29,295,0.29,654,2.28,9.06,8.3,5.9,1475,9.63,61,0.12,-0.01,0.36,57,2,0,2670
3664,52,1907414,,2019-09-07T04:00:00,2019-09-10T07:20:31,Soil Doctor Consulting,Fred Hemp Old,Hemp,10.24,47,2629,1151,2.4,1,525,0.36,727,2.6,1.2,4.8,7.6,950,5.9,94,-0.05,-0.05,0.05,492,,,
3665,52,1907414,,2019-09-07T04:00:00,2019-09-10T07:20:31,Soil Doctor Consulting,Fred Hemp Old,Hemp,10.24,47,2629,1151,2.4,1,525,0.36,727,2.6,1.2,4.8,7.6,950,5.9,94,-0.05,-0.05,0.05,492,,,
3666,52,1907414,,2019-09-07T04:00:00,2019-09-10T07:20:31,Soil Doctor Consulting,Fred Hemp Old,Hemp,10.24,47,2629,1151,2.4,1,525,0.36,727,2.6,1.2,4.8,7.6,950,5.9,94,-0.05,-0.05,0.05,492,,,
3667,96,1918546,,2020-08-19T14:00:00,2020-08-21T05:46:50,Natural Ecosystem Restoration,Hart 9 New,Corn,4.99,145,2629,1130,28,7.78,388,2.17,914,0.72,21,6.2,5.8,2875,27,113,3.27,0.06,-0.01,189,0.95,47.5,2160
3668,183,1906375,,2019-08-10T04:00:00,2019-08-13T06:11:55,Scattering Creek Farms,Field New,Hemp,16,258,2628,929,2.4,4.6,300,3.9,380,1.4,4.8,9,6.1,1080,12,95,-0.05,1.8,2.4,483,,,
3669,183,1906375,,2019-08-10T04:00:00,2019-08-13T06:11:55,Scattering Creek Farms,Field New,Hemp,16,258,2628,929,2.4,4.6,300,3.9,380,1.4,4.8,9,6.1,1080,12,95,-0.05,1.8,2.4,483,,,
3670,183,1906375,,2019-08-10T04:00:00,2019-08-13T06:11:55,Scattering Creek Farms,Field New,Hemp,16,258,2628,929,2.4,4.6,300,3.9,380,1.4,4.8,9,6.1,1080,12,95,-0.05,1.8,2.4,483,,,
3671,138,1912891,,2020-04-23T04:00:00,2020-04-28T03:36:16,Strong Agronomy Management,Banjo H1L5 New,Hemp,9,113,2627,1568,5.8,5.2,393,5.1,1059,12,19,8.4,6.8,3088,20,102,1.8,0.97,1.9,713,1.6,9.2,560
3672,138,1912891,,2020-04-23T04:00:00,2020-04-28T03:36:16,Strong Agronomy Management,Banjo H1L5 New,Hemp,9,113,2627,1568,5.8,5.2,393,5.1,1059,12,19,8.4,6.8,3088,20,102,1.8,0.97,1.9,713,1.6,9.2,560
3673,138,1912891,,2020-04-23T04:00:00,2020-04-28T03:36:16,Strong Agronomy Management,Banjo H1L5 New,Hemp,9,113,2627,1568,5.8,5.2,393,5.1,1059,12,19,8.4,6.8,3088,20,102,1.8,0.97,1.9,713,1.6,9.2,560
3674,24,1916722,,2020-07-20T14:00:00,2020-07-22T06:03:58,Natural Ecosystem Restoration,Gin New,Cotton,11.42,765,2626,1330,1.69,-0.01,1010,0.12,546,2.15,0.9,8.1,5.9,2150,23,20,3.03,0.03,3.37,17,0,105,3800
3675,37,1917026,,2020-07-23T14:00:00,2020-07-25T06:10:38,Natural Ecosystem Restoration,Williams 9 Old,Corn,9.36,120,2625,1100,11,0.87,110,0.34,683,1.69,1.54,3.9,5.6,3950,113,196,1.28,0.01,-0.01,17,0,137.5,1520
3676,25,1908498,,2019-10-16T04:00:00,2019-10-19T04:55:04,Revolution Farms,Hydroponic A Romaine,Lettuce,9.4,180,2625,237,1.3,1.2,80,0.08,103,-0.01,0.36,2.8,6.2,244,16,1.7,-0.01,-0.01,0.01,2933,,,
3677,25,1908498,,2019-10-16T04:00:00,2019-10-19T04:55:04,Revolution Farms,Hydroponic A Romaine,Lettuce,9.4,180,2625,237,1.3,1.2,80,0.08,103,-0.01,0.36,2.8,6.2,244,16,1.7,-0.01,-0.01,0.01,2933,,,
3678,25,1908498,,2019-10-16T04:00:00,2019-10-19T04:55:04,Revolution Farms,Hydroponic A Romaine,Lettuce,9.4,180,2625,237,1.3,1.2,80,0.08,103,-0.01,0.36,2.8,6.2,244,16,1.7,-0.01,-0.01,0.01,2933,,,
3679,21,1908002,,2019-10-03T04:00:00,2019-10-04T06:11:01,Revolution Farms,Hydroponic A Romaine,Lettuce,8.81,146,2623,251,0.65,1.6,67,0.04,92,-0.01,0.33,2.3,5.8,225,21,2.2,-0.01,-0.01,0.03,3164,,,
3680,21,1908002,,2019-10-03T04:00:00,2019-10-04T06:11:01,Revolution Farms,Hydroponic A Romaine,Lettuce,8.81,146,2623,251,0.65,1.6,67,0.04,92,-0.01,0.33,2.3,5.8,225,21,2.2,-0.01,-0.01,0.03,3164,,,
3681,21,1908002,,2019-10-03T04:00:00,2019-10-04T06:11:01,Revolution Farms,Hydroponic A Romaine,Lettuce,8.81,146,2623,251,0.65,1.6,67,0.04,92,-0.01,0.33,2.3,5.8,225,21,2.2,-0.01,-0.01,0.03,3164,,,
3682,74,1917351,,2020-07-29T14:00:00,2020-07-31T07:43:29,Black River Botanicals LLC,Pineapple Express New,Hemp,5.57,244,2623,463,0.54,2.14,199,1.19,195,1.65,2.26,7,6.6,1925,5.06,106,0.09,0.01,1.58,156,1.95,130.25,4770
3683,64,1928954,,2021-04-23T00:57:00,2021-04-24T04:44:07,Strong Agronomy Management,AV3: Bomb New,Hemp,7.49,111,2620,792,1.84,7.04,405,0.88,474,0.8,3.24,7.2,7.4,1450,9.14,106,0.45,0.03,0.59,518,1,138.25,2130
3684,5,1928859,,2021-04-22T02:13:00,2021-04-23T06:18:07,Soil Basics,AS - Nanocal New,Almonds,12.2,189,2620,525,8.67,2.46,78,0.24,587,7.94,2.39,3.8,5.3,500,4.11,60,7.03,0.02,0.01,39,0.25,0,1650
3685,76,1931466,,2021-05-26T22:09:00,2021-05-28T03:09:09,California Olive Ranch - Artois Ranch,Sample 16 New,Olives,4.15,229,2620,321,3.08,3.29,167,22,212,1.56,6.36,9.6,5.6,800,16,6.77,2.37,0.03,1.4,135,2.75,0,356
3686,48,1931715,,2021-06-03T02:11:00,2021-06-04T08:18:15,California Olive Ranch - Artois Ranch,Sample 15 Old,Olives,6.3,251,2620,1211,20,23,835,319,876,12,9.35,13.5,5.2,1425,85,29,6.66,0.08,1.53,71,2.2,0,639
3687,24,1932066,,2021-06-09T04:00:00,2021-06-10T08:20:40,Grgich Hills Estate,BL A2 New,Grape - wine,0,254,2620,642,201,181,431,8.7,340,22,14,7.4,3.4,1100,101,163,7.8,12,16,120,2.19,0,707
3688,168,1931616,,2021-05-29T02:31:00,2021-06-03T01:05:57,Marshall Farms,NEZ 9 Old,Pea,11.09,296,2620,258,2.46,1.89,163,0.29,130,3.76,0.38,2.8,6,1725,8.91,26,2.23,0.03,0.34,42,0.08,275,1320
3689,144,1904654,,2019-06-21T04:00:00,2019-06-22T05:57:45,Cletus Burkholder,Rhubarb Field New,Rhubarb,9.4,320,2620,3.1,1.6,3.6,133,0.17,287,2.8,1.1,2.5,3.9,433,4.2,3.2,1.3,-0.02,0.09,199,0.15,0.95,
3690,144,1904654,,2019-06-21T04:00:00,2019-06-22T05:57:45,Cletus Burkholder,Rhubarb Field New,Rhubarb,9.4,320,2620,3.1,1.6,3.6,133,0.17,287,2.8,1.1,2.5,3.9,433,4.2,3.2,1.3,-0.02,0.09,199,0.15,0.95,
3691,144,1904654,,2019-06-21T04:00:00,2019-06-22T05:57:45,Cletus Burkholder,Rhubarb Field New,Rhubarb,9.4,320,2620,3.1,1.6,3.6,133,0.17,287,2.8,1.1,2.5,3.9,433,4.2,3.2,1.3,-0.02,0.09,199,0.15,0.95,
3692,114,1919916,,2020-09-23T04:00:00,2020-09-24T05:19:33,Paicines Ranch,Grenache Old,Grape - wine,3.67,374,2620,337,18,9.25,166,4.63,721,19,34,8.9,3.6,1050,26,300,16,0.39,2.72,11,1.64,4.1,646
3693,42,1928501,,2021-04-15T01:42:00,2021-04-16T10:34:46,Soil Basics,BSC - Woodlake Block 3 New,Citrus - Mandarin,4.39,395,2620,1630,8.21,11,268,5.74,411,0.91,3.43,10.3,5.9,650,13,17,0.84,0.02,0.09,20,0.7,0,2910
3694,27,1920993,,2020-10-22T05:46:00,2020-10-23T23:39:03,Common Citizen,BD New,Hemp,5.08,569,2620,1090,1.82,0.13,120,-0.01,334,0.92,5.69,4.1,6.1,1325,2.57,91,-0.01,-0.01,0.1,133,1.03,47.5,2040
3695,98,1930059,,2021-05-01T01:43:00,2021-05-05T05:29:35,Abundant Harvest Organics,RCS - HOME - Rose Bright New,Nectarine,5.04,752,2620,81,3.86,2.77,114,0.92,432,3.84,7.35,10.1,5.3,500,3.03,26,2.11,0.02,0.04,16,0.59,72,3050
