,Column1,ID,Reference,Received,Confirmed,Farm,Field,Crop,EC  mS/cm,Phosphorus (Sap-ICP) ppm,Potassium (Sap-ICP) ppm,Calcium (Sap-ICP) ppm,Manganese (Sap-ICP) ppm,Zinc (Sap-ICP) ppm,Sulfur (Sap-ICP) ppm,Copper (Sap-ICP) ppm,Magnesium (Sap-ICP) ppm,Iron (Sap-ICP) ppm,Boron (Sap-ICP) ppm,Brix (Sap) %,pH (sap),Cl (sap) ppm,Sodium (Sap-ICP) ppm,Silicon (Sap-ICP) ppm,Aluminium (Sap-ICP) ppm,Cobalt (Sap-ICP) ppm,Molybdenum (Sap-ICP) ppm,N (sap) ppm,Total Sugars g/100g,NH4-N mg/kg,TN~ mg/kg
3696,108,1926377,,2021-02-20T01:18:00,2021-02-27T00:23:51,Rudra Farms,Indoor Old,Hemp,9.09,109,2615,1870,24,8.52,689,0.88,2257,29,59,7.7,6.8,3800,19,79,-0.01,-0.01,8.04,80,0.62,0,2500
3697,72,1908982,,2019-10-31T04:00:00,2019-11-05T00:20:35,Revolution Farms,Hydroponic A Romaine,Lettuce,7.81,218,2614,239,1.1,1.5,80,0.11,104,0.52,0.43,2.6,6,224,23,2.7,-0.01,-0.01,0.03,2157,,,
3698,72,1908982,,2019-10-31T04:00:00,2019-11-05T00:20:35,Revolution Farms,Hydroponic A Romaine,Lettuce,7.81,218,2614,239,1.1,1.5,80,0.11,104,0.52,0.43,2.6,6,224,23,2.7,-0.01,-0.01,0.03,2157,,,
3699,72,1908982,,2019-10-31T04:00:00,2019-11-05T00:20:35,Revolution Farms,Hydroponic A Romaine,Lettuce,7.81,218,2614,239,1.1,1.5,80,0.11,104,0.52,0.43,2.6,6,224,23,2.7,-0.01,-0.01,0.03,2157,,,
3700,121,1917641,,2020-08-06T04:00:00,2020-08-07T03:55:02,Progressive Agronomy Consulting Services,Bame New,Corn,6.38,445,2614,439,14,0.76,210,1.01,192,1.34,1.65,4.3,6,825,3.77,82,0.46,0.01,1.28,644,1.08,40,28300
3701,40,1913043,,2020-04-29T04:00:00,2020-04-30T10:11:34,Jones Farms,#60 Old,Tomato determinate,13.51,237,2613,2291,4.7,0.8,915,0.38,1060,-0.01,2.5,5.3,6,2174,291,45,0.8,-0.01,0.12,3854,0.27,74,1190
3702,40,1913043,,2020-04-29T04:00:00,2020-04-30T10:11:34,Jones Farms,#60 Old,Tomato determinate,13.51,237,2613,2291,4.7,0.8,915,0.38,1060,-0.01,2.5,5.3,6,2174,291,45,0.8,-0.01,0.12,3854,0.27,74,1190
3703,40,1913043,,2020-04-29T04:00:00,2020-04-30T10:11:34,Jones Farms,#60 Old,Tomato determinate,13.51,237,2613,2291,4.7,0.8,915,0.38,1060,-0.01,2.5,5.3,6,2174,291,45,0.8,-0.01,0.12,3854,0.27,74,1190
3704,0,1912282,,2020-03-28T04:00:00,2020-04-01T06:17:04,Attitude Wellness,Wedding Cake Old,Hemp,8.88,103,2612,677,1.3,1.4,157,0.16,315,1.4,2.9,3.4,7.4,466,8.2,47,-0.01,0.02,0.14,1675,,,
3705,42,1917604,,2020-08-06T04:00:00,2020-08-07T03:54:01,Myron Sylling,Big Top Old,Corn,5.67,175,2611,675,5.03,0.6,76.5,0.32,269,1.29,1.01,3.4,5.7,875,6.7,71.5,0.2,-0.01,0.99,222,0.85,167.5,2860
3706,31,1917385,,2020-07-29T14:00:00,2020-08-01T02:11:14,Common Citizen,GMO Old,Hemp,7.57,529,2611,589,0.98,-0.01,113,0.01,285,0.48,2.11,3.1,6,1550,6.81,77,0.21,-0.01,1.58,478,0.5,175,3780
3707,28,1923172,,2021-01-13T03:15:00,2021-01-14T03:54:10,Strong Agronomy Management,Strawberry H8L1 New,Hemp,6.15,115,2610,673,6.9,22,200,1.3,331,1.4,4.4,4,7.1,1950,15,109,0.03,0.13,0.12,255,0.57,70,1780
3708,47,1922570,,2020-12-09T02:38:00,2020-12-10T06:01:12,Med Men,Ozadia - PLJK New,Hemp,5.05,194,2610,1720,9.26,9.27,291,4.03,1040,3.81,25,9.1,6.9,1875,14,118,0.27,0.66,3.88,89,1.75,0,3270
3709,32,1927545,,2021-03-24T02:15:00,2021-03-25T07:22:10,Strong Agronomy Management,ICC H4L3A New,Hemp,7.25,195,2610,861,5.23,6.39,408,1.94,281,4.17,2.45,3.2,6.7,1850,9.47,105,0.13,0.04,3.78,79,0.75,142.25,1650
3710,72,1927388,,2021-03-18T22:21:00,2021-03-20T00:33:25,High Life Farms,F7 - Sundae Driver New,Hemp,,221,2610,1330,4.95,7.04,147,0.28,673,2.88,26,6.8,,800,1.67,74,-0.01,-0.01,0.78,80,1.5,39.5,2170
3711,20,1920986,,2020-10-22T05:46:00,2020-10-23T23:38:28,Common Citizen,MG Old,Hemp,5.81,276,2610,799,1.18,0.14,80,-0.01,231,0.11,2.81,2.6,6.1,1250,4.2,73,-0.01,-0.01,0.76,2220,0.12,107.5,2340
3712,69,1930498,,2021-05-12T00:19:00,2021-05-13T03:55:32,California Olive Ranch - Artois Ranch,Sample 11 New,Olives,7.76,303,2610,279,3.35,4.93,190,22,243,2.92,2.57,12.8,5.4,525,6.98,4.64,0.32,-0.01,0.47,58,4.4,0,755
3713,84,1920482,,2020-10-08T06:23:00,2020-10-09T23:02:02,Common Citizen,GMOB New,Hemp,5.78,683,2610,1030,1.82,0.19,176,0.07,401,-0.01,4.6,4.7,6.2,1075,3.85,84,-0.01,-0.01,0.15,34,0.75,122.5,2290
3714,30,1917020,,2020-07-23T14:00:00,2020-07-25T06:10:36,Natural Ecosystem Restoration,Hart 3 Old,Corn,8.28,89,2608,1110,14,-0.01,194,0.3,528,3.21,1.07,3.7,5.6,3350,62,167,1,-0.01,4.24,366,0,147.5,1610
3715,29,1912115,,2020-03-24T04:00:00,2020-03-25T06:43:23,Revolution Farms,Hydroponic A Romaine,Lettuce,8.38,103,2607,233,0.9,0.3,33,0.07,50,-0.01,0.1,2,5.8,273,36,1.1,-0.01,-0.01,0.01,3340,,,
3716,106,1916209,,2020-07-08T14:00:00,2020-07-11T06:37:23,Black River Botanicals LLC,Pineapple Express Old,Hemp,8.22,113,2606,796,0.44,1.18,136,0.2,407,0.73,3.08,5,6.3,2600,5.75,90.2,-0.01,-0.01,1.56,133,0.78,137.5,1560
3717,63,1914036,,2020-05-27T14:00:00,2020-05-29T07:46:21,Strong Agronomy Management,Banjo Eastside W/ Companions New,Hemp,7.97,128,2605,1140,7.77,5.16,375,2.02,846,4.48,13.4,9.1,6.8,2268,12.1,133,0.45,0.22,2.52,350,1.8,53,2040
3718,15,1915540,,2020-06-26T14:00:00,2020-07-01T08:00:40,Agri-Labs Inc,RUNKEL - East of Shop 1 Old,Corn,7.92,246,2605,698,13.5,0.76,144,0.79,229,0.85,0.35,4.8,5.7,775,5.95,58.7,0.45,0.01,-0.01,177,0.6,145,1860
3719,2,1916623,,2020-07-15T14:00:00,2020-07-18T00:57:15,Jason Farrington,Sample #3 New,Hemp,7.75,160,2604,1440,5.95,3.03,486,0.88,883,0.91,71,6.4,7.2,3350,10,99,-0.01,0.08,0.19,32,0.38,130,2610
3720,31,1926523,,2021-02-25T00:54:00,2021-02-27T02:52:17,California Olive Ranch - Oroville Ranch,Sample SW Old,Olives,4.18,650,2603,861,4,-0.01,207,19,162,0.67,10,12.4,5.9,425,4.2,16,-0.01,-0.01,-0.01,88,2.25,0,1030
3721,89,1915539,,2020-06-26T14:00:00,2020-07-01T08:00:37,Agri-Labs Inc,RUNKEL - East of Shop 1 New,Corn,7.68,347,2602,234,5.76,1.98,133,1.03,221,0.54,1.56,5.4,6.4,2450,4.46,63.7,0.62,-0.01,-0.01,102,1.12,142.5,3180
3722,100,1930530,,2021-05-12T02:13:00,2021-05-13T08:04:48,Strong Agronomy Management,Wedcake H6L2 Old,Hemp,15.49,81,2600,1151,6.8,2.36,233,5.78,479,1.37,6.75,4,7,4025,6.09,113,0.03,0.01,0.64,722,0.3,157.5,1490
3723,69,1926784,,2021-03-04T08:23:00,2021-03-08T06:17:18,High Life Farms,F2 - Strawberry Guava #3 Old,Hemp,8.49,114,2600,734,0.98,1.9,105,0.13,221,0.24,8.9,2.3,6,400,3.7,66,0.02,-0.01,0.01,1054,0.25,10.5,2290
3724,30,1923025,,2020-12-24T03:54:00,2020-12-24T23:35:32,Cosmic Blooms ,Darth Revan New,Hemp,5.51,135,2600,1090,1.1,4.24,209,0.52,261,-0.01,2.8,4.4,7.1,1475,1.15,105,0.23,0.23,-0.01,866,0.5,0,2910
3725,61,1927581,,2021-03-24T23:49:00,2021-03-26T07:12:44,Rudra Farms,Green House New,Hemp,6.63,148,2600,841,1.4,3.4,716,2.2,440,2.2,4.9,6.4,6.9,1275,6.7,90,0.03,0.49,0.22,20,1.5,1.25,1000
3726,38,1920657,,2020-10-14T01:39:00,2020-10-15T01:33:13,Strong Agronomy Management,Banjo Westside New,Hemp,5.42,159,2600,691,17,7.59,253,4.46,437,4.33,11,3.5,7,1950,22,99,0.33,0.09,9.49,84,0.7,67.5,1530
3727,45,1926679,,2021-03-03T03:56:00,2021-03-08T05:21:04,Pacific Gro,BRACKINS - Vortex C New,Lettuce,8.82,177,2600,333,20.1,1.8,71,0.12,255,4.5,1.6,3.5,6,3650,140,19,0.06,0.01,-0.01,155,0.78,1,1620
3728,22,1922915,,2020-12-17T04:13:00,2020-12-18T06:38:19,Common Citizen,PGOG New,Hemp,5.03,506,2600,741,0.67,-0.01,179,0.05,258,0.2,3.12,3.8,6.4,1100,6.46,124,0.06,-0.01,-0.01,255,0.6,82.5,1630
3729,55,1926686,,2021-03-03T05:46:00,2021-03-08T05:46:13,Common Citizen,CS New,Hemp,7.82,746,2600,571,1.1,1,136,0.1,368,0.8,7.9,4.8,6.1,1150,5.6,105,0.1,-0.01,-0.01,155,1,0,2250
3730,49,1927569,,2021-03-24T04:18:00,2021-03-26T07:12:47,Common Citizen,CS New,Hemp,6.88,1130,2600,1100,1.46,1.61,178,0.3,497,1.92,12,8.5,6.2,1075,2.6,87,-0.01,0.01,0.01,34,1.5,85,1410
3731,56,1910839,,2020-01-22T06:00:00,2020-01-23T09:01:53,Strong Agronomy Management,Flow White Bio 365 New,Hemp,8.85,161,2598,546,24,4.6,367,2.4,484,25,13,6.3,6.8,1893,32,138,-0.01,1,15,377,,,
3732,96,1917110,,2020-07-28T04:00:00,2020-07-29T07:15:43,Nutrien Ag - Blissfield ,SE 3 New,Soyabean,6.67,878,2593,506,2.67,2.03,146,0.93,649,0.77,2.43,7.7,6.3,275,3.87,190,0.02,-0.01,-0.01,82,0.68,140,4350
3733,8,1914358,,2020-06-05T04:00:00,2020-06-06T03:19:57,Wolfe Creek Organic Farm,MCN Back C New,Onion,6.25,165,2592,695,1.12,0,426,0.11,189,1.45,1.43,5.2,5.3,2004,24.5,6.38,0.31,0.01,0.88,58,1.7,131,1360
3734,1,1916866,,2020-07-21T14:00:00,2020-07-23T07:21:12,Red Arrow Farm,Row 56 Old,Hemp,7.93,80,2591,778,1.65,0.45,104,0.06,480,0.43,0.55,6,7.2,1875,4.97,96,0.09,-0.01,-0.01,562,1.32,106.25,2480
3735,13,1913049,,2020-04-29T04:00:00,2020-04-30T09:24:26,Jamie Eddy,#5 Old,Hemp,12.88,34,2590,1423,7,2.7,334,9,910,2.6,30,5.4,7.5,2602,27,138,0.48,7.5,6.1,4655,0.49,13.9,1700
3736,13,1913049,,2020-04-29T04:00:00,2020-04-30T09:24:26,Jamie Eddy,#5 Old,Hemp,12.88,34,2590,1423,7,2.7,334,9,910,2.6,30,5.4,7.5,2602,27,138,0.48,7.5,6.1,4655,0.49,13.9,1700
3737,13,1913049,,2020-04-29T04:00:00,2020-04-30T09:24:26,Jamie Eddy,#5 Old,Hemp,12.88,34,2590,1423,7,2.7,334,9,910,2.6,30,5.4,7.5,2602,27,138,0.48,7.5,6.1,4655,0.49,13.9,1700
3738,15,1930341,,2021-05-07T01:28:00,2021-05-08T06:29:02,Natural Ecosystem Restoration,BRADEN - 29 E Old,Cereal Rye,11.45,108,2590,1550,20,1.08,371,0.48,410,2.49,4.06,7.6,5.9,7475,127,101,0.09,0.03,0.57,26,0.1,275,3980
3739,62,1929906,,2021-04-30T02:30:00,2021-05-01T03:47:02,Jason Farrington,Sample #1 Old,Hemp,7.57,124,2590,1650,9.82,7.63,381,1.64,366,2.34,58,6.7,7.4,3775,3.28,106,0.64,0.18,0.33,233,0.62,112.5,3050
3740,37,1920065,,2020-09-23T14:00:00,2020-09-26T05:19:02,Soil Basics,WOOLF - 13-2E Old,Almonds,10.13,137,2590,1040,8.66,3.18,177,0.79,1080,37,1.62,11.8,5.6,1370,48,257,59,0.05,1.5,44,1.19,0,1080
3741,34,1926955,,2021-03-10T03:50:00,2021-03-11T08:55:20,Strong Agronomy Management,Panda: 4/ Banjo New,Hemp,8.89,138,2590,1130,2.4,2.34,346,0.31,566,0.36,2.83,6.7,6.9,1725,6.92,100,0.04,-0.01,0.5,821,0.75,51.5,2000
3742,93,1931052,,2021-05-19T04:08:00,2021-05-21T04:32:59,Common Citizen,Bacio New,Hemp,10.64,146,2590,1520,1.87,1.72,222,0.65,446,3.37,4.45,4.7,6.4,1000,2.8,88,0.02,-0.01,0.83,233,0.9,22.5,2160
3743,105,1931784,,2021-06-03T01:52:00,2021-06-04T06:04:22,Soil Basics,South New,Almonds,0.63,202,2590,641,7.66,1.04,62,0.37,727,1.92,2.72,3.8,5.4,760,2.54,33,1.94,0.01,1.47,6,1.06,0,522
3744,84,1920051,,2020-09-23T14:00:00,2020-09-26T05:18:59,Common Citizen,TS New,Hemp,5.33,220,2590,1170,2.98,0.69,266,0.02,375,-0.01,6.74,4.8,7,1275,7.75,108,0.07,-0.01,0.88,477,0.3,90,2680
3745,159,1931163,,2021-05-20T02:45:00,2021-05-21T07:48:52,Cosmic Blooms ,Donkey Butter Old,Hemp,9.35,222,2590,738,10,9.01,285,6.19,367,13,5.93,4.8,6.6,1600,8.09,77,0.38,0.67,1.36,610,0.3,72.5,2970
3746,39,1929855,,2021-04-29T02:16:00,2021-04-30T08:13:55,Soil Basics,BSC - Twin Buttes C New,Kiwi fruit,5.53,517,2590,394,5.18,4.96,189,3.66,228,3.29,3.66,5.7,6.3,1570,10,35,0.21,0.03,-0.01,29,1.2,41,2350
3747,82,1920480,,2020-10-08T06:23:00,2020-10-09T23:01:52,Common Citizen,PGOG New,Hemp,5.9,545,2590,670,0.35,0.2,170,0.05,350,0.2,5.4,4.9,6.3,1400,3.2,18,-0.01,-0.01,0.7,1221,0.9,117.5,2210
3748,87,1926519,,2021-02-25T00:54:00,2021-02-27T02:40:43,California Olive Ranch - Oroville Ranch,Sample NW Old,Olives,3.97,713,2590,1006,4.5,0.06,185,13,205,0.5,6.1,15.9,5.7,550,8.7,14,-0.01,-0.01,-0.01,105,3.25,0,1050
3749,94,1914600,,2020-06-11T04:00:00,2020-06-12T07:42:05,Natural Ecosystem Restoration,E 1/2 Old,Corn,8.93,258,2589,887,18.4,0.41,202,0.78,715,2.36,3.71,5,6,3087,35.4,101,-0.01,0.04,-0.01,177,0.4,79,2160
3750,93,1914225,,2020-06-01T14:00:00,2020-06-03T08:18:21,Agri-Labs Inc,YC - Tom's West New,Corn,6.75,184,2587,230,3.59,1.07,98.6,0.3,89.4,1.82,0.7,3.5,6.4,404,2.47,67.3,0.33,0.01,-0.01,3455,0.43,80,1310
3751,78,1918862,,2020-08-27T04:00:00,2020-08-28T05:57:23,Wolfe Creek Organic Farm,Home English New,SUGARBEET,6.91,226,2587,56,16,8.61,313,13,343,1.53,4.3,5.8,6.4,1800,687,11,0.51,0.01,-0.01,331,1.7,99.25,2490
3752,16,1926496,,2021-02-25T05:19:00,2021-02-27T03:44:26,Attitude Wellness,OC FR10 New,Hemp,5.16,292,2587,1167,1.7,4.5,307,-0.01,902,1.3,11,5.4,6.7,425,1.1,46,-0.01,-0.01,0.51,47,1.25,3.25,1760
3753,43,1915752,,2020-07-01T14:00:00,2020-07-03T09:42:10,"Nutrien Ag - Dassel, MN",Check New,Corn,7.95,135,2586,235,2.87,-0.01,34.7,0.22,188,1.06,0.36,2.8,6.2,2045,5.09,89,-0.01,-0.01,-0.01,3883,1.25,142.75,1700
3754,29,1912908,,2020-04-23T04:00:00,2020-04-28T03:38:41,Strong Agronomy Management,Garlic H7L2 Old,Hemp,10.76,147,2585,1469,6,7.2,366,1.6,733,4.8,7.6,5.2,6.9,3023,18,101,2.4,0.33,0.3,1661,0.37,18.3,2110
3755,29,1912908,,2020-04-23T04:00:00,2020-04-28T03:38:41,Strong Agronomy Management,Garlic H7L2 Old,Hemp,10.76,147,2585,1469,6,7.2,366,1.6,733,4.8,7.6,5.2,6.9,3023,18,101,2.4,0.33,0.3,1661,0.37,18.3,2110
3756,29,1912908,,2020-04-23T04:00:00,2020-04-28T03:38:41,Strong Agronomy Management,Garlic H7L2 Old,Hemp,10.76,147,2585,1469,6,7.2,366,1.6,733,4.8,7.6,5.2,6.9,3023,18,101,2.4,0.33,0.3,1661,0.37,18.3,2110
3757,48,1914637,,2020-06-11T04:00:00,2020-06-12T08:48:40,Attitude Wellness,Jenny Kush FR 2 New,Hemp,7.01,271,2585,1020,3.87,3.7,176,0.88,618,4.07,9.83,4.6,6.8,9999,10.8,21.1,-0.01,0.03,0.38,44296,9999,9999,5260
3758,109,1917233,,2020-07-28T14:00:00,2020-07-30T07:18:35,Soil Max,Biglervile 5C New,Apple,4.83,338,2585,878,10,2.2,88,0.77,663,1.48,4.4,10.1,5.8,1700,28,12,0.38,0.03,-0.01,39,1.14,4.2,921
3759,21,1912468,,2020-04-07T04:00:00,2020-04-08T05:24:27,Revolution Farms,Hydroponic A Romaine,Lettuce,6.81,200,2582,406,1.5,0.4,52,0.08,79,-0.01,0.09,2.5,5.9,428,43,1.4,-0.01,-0.01,0.03,4297,,,
3760,21,1912468,,2020-04-07T04:00:00,2020-04-08T05:24:27,Revolution Farms,Hydroponic A Romaine,Lettuce,6.81,200,2582,406,1.5,0.4,52,0.08,79,-0.01,0.09,2.5,5.9,428,43,1.4,-0.01,-0.01,0.03,4297,,,
3761,21,1912468,,2020-04-07T04:00:00,2020-04-08T05:24:27,Revolution Farms,Hydroponic A Romaine,Lettuce,6.81,200,2582,406,1.5,0.4,52,0.08,79,-0.01,0.09,2.5,5.9,428,43,1.4,-0.01,-0.01,0.03,4297,,,
3762,82,1916428,,2020-07-15T04:00:00,2020-07-16T04:52:41,Natural Ecosystem Restoration,Hart 4 New,Corn,6.03,291,2582,240,6.66,-0.01,63,0.44,215,1.1,4.1,3,6.4,1400,3.6,106,-0.01,0.01,-0.01,99,0.43,87,1680
3763,115,1915089,,2020-06-18T14:00:00,2020-06-20T10:57:29,Bevans Ag,Nish Alfalfa B New,Alfalfa,8.89,103,2580,5880,5.1,1.68,375,0.5,830,1.95,13.7,13.4,6.4,1700,264,27.4,0.81,-0.01,0.18,305,0.63,108.8,4730
3764,40,1930439,,2021-05-11T05:03:00,2021-05-13T01:55:12,Grow Haven,F4 - WW - Old,Hemp,8.76,122,2580,767,1.18,5.41,153,0.15,508,1.5,2.29,4.2,6.6,2725,8.35,58,0.02,-0.01,0.25,344,0.8,202.5,1660
3765,62,1919701,,2020-09-17T04:00:00,2020-09-18T04:42:32,Hodel Brothers Farms,West Old,Soyabean,3.85,184,2580,1910,11,4.24,130,0.54,331,1.6,2.03,10.3,6.3,1300,3.98,88,1,0.01,2.52,397,1.38,94.75,3120
3766,34,1922135,,2020-11-25T04:00:00,2020-11-26T04:18:05,Common Citizen,J1 Old,Hemp,6.31,510,2580,545,1.08,0.57,231,-0.01,276,-0.01,3.77,3.3,6.2,1775,10,81,-0.01,-0.01,-0.01,1221,0.12,80,2610
3767,33,1923022,,2020-12-23T06:16:00,2020-12-25T00:00:26,Common Citizen,LAKC Old,Hemp,5.02,570,2580,868,1.16,1.12,285,0.12,585,-0.01,3.29,5.3,6.5,1350,18,122,0.19,0.01,-0.01,50,0.73,100,2270
3768,41,1923524,,2021-01-27T07:30:00,2021-01-29T05:43:47,Common Citizen,LAKC New,Hemp,6.28,688,2580,740,1.7,0.7,168,0.04,254,1.3,7.95,5.2,6.3,1000,9.29,92,0.06,-0.01,-0.01,178,0.98,45,1780
3769,5,1923044,,2020-12-30T06:10:00,2020-12-31T06:58:57,Common Citizen,RD New,Hemp,3.5,867,2580,620,0.85,0.92,264,0.13,464,-0.01,4.3,6.8,6.3,1375,73,115,0.32,-0.01,0.05,610,1.52,0,1750
3770,67,1923106,,2021-01-07T06:29:00,2021-01-09T05:12:44,Common Citizen,PGOG New,Hemp,5.39,999,2580,1010,1.3,1.5,238,0.07,504,1.8,8.6,6.7,6.1,1700,11,89,0.11,-0.01,-0.01,108,1.48,30,2380
3771,0,1926187,,2021-02-13T01:27:00,2021-02-26T08:09:48,Penny Newman Grain Co.,North Block Treated Old,Broccoli,7.02,151,2578,2447,4.3,2.61,730,-0.01,232,0.52,0.7,8.2,6.7,1100,258,7.4,-0.01,-0.01,-0.01,26,1.27,47.5,4280
3772,50,1917013,,2020-07-23T14:00:00,2020-07-25T06:10:34,Natural Ecosystem Restoration,Williams 10 New,Corn,6.58,365,2577,308,5.85,0.4,132,0.39,319,2.33,7.42,3.4,5.9,1300,13,128,0.81,0.01,6.15,22,0,170,2310
3773,15,1917403,,2020-07-30T14:00:00,2020-08-01T02:49:19,Natural Ecosystem Restoration,Peanuts Old,Peanut,6.54,52,2576,1230,1.24,6.53,115,0.11,471,1.1,3.39,5.3,7.1,1850,20,55,4.97,0.02,1.65,1550,1.05,172.75,9650
3774,141,1915434,,2020-06-25T14:00:00,2020-06-27T09:45:48,Soil Max,Elvin Test Plot 9 Treated New,Corn,8.68,181,2575,215,4.93,-0.01,139,0.46,107,1.48,0.12,2.8,5.7,2275,4.27,48.5,0.15,0.01,0.09,1302,0.05,117.5,2030
3775,35,1926956,,2021-03-10T03:50:00,2021-03-11T08:55:21,Strong Agronomy Management,Panda: 4/ Banjo Old,Hemp,10.71,78,2570,1400,4.61,2.69,548,1,973,1.75,4.13,4.7,6.6,2600,20,86,0.1,0.05,1.39,2220,0.25,22.5,2470
3776,39,1926960,,2021-03-10T03:50:00,2021-03-11T08:55:23,Strong Agronomy Management,Wedcake H6L2 Old,Hemp,10.76,114,2570,1710,8.61,11,1080,7.33,704,1.58,14,7.2,5.8,4025,12,104,0.13,3.5,2.56,48,1,66.75,3550
3777,48,1923861,,2021-02-04T01:52:00,2021-02-05T05:30:34,Cosmic Blooms ,Mike's Strawberry Lemonade New,Hemp,8.38,122,2570,967,2.81,2.17,223,1.85,193,2.71,2.16,3.1,6.9,1925,9.04,77,0.3,0.89,0.61,766,0.38,0,1870
3778,3,1930745,,2021-05-14T00:40:00,2021-05-15T04:29:00,DNA Organics,Bomb Shell Old,Hemp,10.94,155,2570,1091,4.85,2.66,515,0.36,702,2.02,3.8,6,7,1600,19,94,0.08,-0.01,-0.01,40,1,24.5,1770
3779,35,1927548,,2021-03-24T02:15:00,2021-03-25T07:15:46,Strong Agronomy Management,Panda: 4/ Banjo Old,Hemp,8.25,159,2570,1140,6.84,2.56,678,0.97,792,1.84,5.59,5,6.9,2375,23,93,0.13,0.1,7.23,75,1,12.5,2320
3780,20,1926917,,2021-03-10T01:09:00,2021-03-11T08:35:20,Med Men,PLJK Old,Hemp,9.42,207,2570,744,24,13,515,5.47,709,30,10,5.5,5.9,1650,35,126,0.13,0.34,5.25,461,0.75,77.5,2220
3781,15,1929831,,2021-04-29T01:06:00,2021-04-30T07:27:46,Cletus Burkholder,GH 6 New,Tomato determinate,4.18,222,2570,1970,4.19,1.7,570,0.62,301,0.82,0.85,4.9,5.8,1475,8.39,25,0.07,0.01,0.85,53,0.25,131.25,2330
3782,72,1923186,,2021-01-13T07:08:00,2021-01-15T04:55:26,Berkshire Farm Collective,New,Hemp,5.58,285,2570,1180,0.87,5.5,473,0.53,697,2.3,4.9,10.2,6.9,1800,10,80,0.02,0.01,0.49,144,3,2.5,2340
3783,39,1931426,,2021-05-26T01:57:00,2021-05-27T05:11:29,Paicines Ranch,Grenache New,Grape - wine,10.18,367,2570,328,13,4.59,101,0.57,396,3.96,9.81,6.5,3.7,640,34,186,2.05,0.11,0.43,23,1.1,0,1450
3784,66,1915409,,2020-06-24T14:00:00,2020-06-27T09:45:47,Common Citizen,J1 Old,Hemp,10.31,419,2570,258,0.62,-0.01,199,0.31,355,0.31,4.7,3.4,6,1448,8.43,49.8,-0.01,-0.01,-0.01,1816,0.28,117,2280
3785,4,1923238,,2021-01-14T07:00:00,2021-01-16T06:22:54,Common Citizen,LAKC New,Hemp,6.53,489,2570,1330,1.93,0.74,195,0.07,507,0.22,6.68,5,6.4,1475,8.56,99,0.02,-0.01,0.13,43,0.5,35,3210
3786,76,1920474,,2020-10-08T06:23:00,2020-10-09T23:01:22,Common Citizen,Fine Dining New,Hemp,5.37,494,2570,723,0.79,0.21,206,0.08,240,0.09,5.63,4.2,6.6,1000,6.03,86,-0.01,-0.01,-0.01,278,0.62,40,1650
3787,38,1927321,,2021-03-18T02:10:00,2021-03-19T04:51:25,Strong Agronomy Management,Block: 23 Old,Blueberry Highbush,5.68,494,2570,2080,268,28,1080,8.84,577,40,22,15,4.4,2540,160,58,4,4.8,14,270,3.09,8.4,779
3788,8,1922131,,2020-11-25T04:00:00,2020-11-26T04:17:28,Common Citizen,DD New,Hemp,5.05,730,2570,885,1.61,2.71,190,0.01,317,-0.01,5.54,5.6,6.4,1200,13,71,-0.01,-0.01,-0.01,222,1.5,7.5,1370
3789,8,1915602,,2020-06-26T14:00:00,2020-07-01T06:24:11,Ozadia,Ozadia Old,Hemp,11.53,106,2568,1260,6.92,5.21,369,0.65,1280,1.44,28.8,7.5,6.2,3825,24.4,98.6,1.87,0.02,0.43,195,0,215,3510
3790,173,1906333,,2019-08-09T04:00:00,2019-08-10T08:27:21,Soil Doctor Consulting,L2F,Hemp,13,202,2568,1078,0.77,5.7,285,0.95,421,1.8,9.5,11.8,6.6,982,5.4,142,-0.05,0.01,0.04,93,,,
3791,173,1906333,,2019-08-09T04:00:00,2019-08-10T08:27:21,Soil Doctor Consulting,L2F,Hemp,13,202,2568,1078,0.77,5.7,285,0.95,421,1.8,9.5,11.8,6.6,982,5.4,142,-0.05,0.01,0.04,93,,,
3792,173,1906333,,2019-08-09T04:00:00,2019-08-10T08:27:21,Soil Doctor Consulting,L2F,Hemp,13,202,2568,1078,0.77,5.7,285,0.95,421,1.8,9.5,11.8,6.6,982,5.4,142,-0.05,0.01,0.04,93,,,
3793,111,1915783,,2020-07-01T14:00:00,2020-07-03T10:03:36,Cletus Burkholder,MFL New,Tomato determinate,8.3,287,2568,870,5.59,-0.01,859,16.8,375,0.32,0.45,5.3,5.6,1456,19.9,14.3,-0.01,-0.01,-0.01,356,0.6,140.5,2020
3794,3,1913121,,2020-04-29T14:00:00,2020-05-01T21:37:14,Soil Doctor Consulting,Ray Tyler Old,Tomato determinate,12.9,166.7,2566.4,3335,4.62,1.99,1326,0.49,547.4,0.7,1.79,3.3,5.9,936,148.04,25.03,-0.01,0.03,0.09,7484,0.02,91,1555
3795,3,1913121,,2020-04-29T14:00:00,2020-05-01T21:37:14,Soil Doctor Consulting,Ray Tyler Old,Tomato determinate,12.9,166.7,2566.4,3335,4.62,1.99,1326,0.49,547.4,0.7,1.79,3.3,5.9,936,148.04,25.03,-0.01,0.03,0.09,7484,0.02,91,1555
