Batch ID,Title,Client Batch ID,Client Number,Client Name,SDG Received Date/Time,Incubation Date/Time
B-1243,0208210758FL,0208210758FL,NAL15-023,Accutek Home Inspections,2/8/2021 7:58,2/8/2021 15:54
B-1244,0208211343FL,0208211343FL,NAL19-034,Revolution Farms,2/8/2021 13:43,2/8/2021 15:58
B-1245,0208211625FL,0208211625FL,NAL15-023,Accutek Home Inspections,2/8/2021 16:25,2/8/2021 16:30
B-1246,0212211326FL,0212211326FL,NAL15-023,Accutek Home Inspections,2/12/2021 13:26,2/12/2021 16:03
B-1247,0212211327FL,0212211327FL,NAL15-023,Accutek Home Inspections,2/12/2021 13:27,2/12/2021 16:03
B-1248,0215210803FL,0215210803FL,NAL15-023,Accutek Home Inspections,2/15/2021 8:03,2/15/2021 16:25
B-1249,0215211047FL,0215211047FL,NAL12-001,Bronson Wellness Center-South Haven,2/15/2021 10:47,2/15/2021 16:25
B-1250,0217210957FL,0217210957FL,NAL15-023,Accutek Home Inspections,2/17/2021 9:57,2/17/2021 16:05
B-1251,0217211339FL,0217211339FL,NAL19-198,Fluresh,2/17/2021 13:39,2/17/2021 16:05
B-1252,0218210806FL,0218210806FL,NAL15-023,Accutek Home Inspections,2/18/2021 8:06,2/18/2021 15:52
B-1253,0218210807FL,0218210807FL,NAL15-023,Accutek Home Inspections,2/18/2021 8:07,2/18/2021 15:52
B-1254,0218211236FL,0218211236FL,NAL15-168,First Congregational Church,2/18/2021 12:36,2/18/2021 15:52
B-1255,0218211550FL,0218211550FL,NAL15-023,Accutek Home Inspections,2/18/2021 15:50,2/18/2021 15:55
B-878,0727201001FL,0727201001FL,NAL17-088,The Glenn Store,7/27/2020 10:01,7/27/2020 16:20
B-879,0727201300FL,0727201300FL,NAL16-026,Casco United Methodist Church,7/27/2020 13:00,7/27/2020 16:20
B-880,0727201442FL,0727201442FL,NAL12-072,Blue Star Farms,7/27/2020 14:42,7/27/2020 16:18
B-881,0727201625FL,0727201625FL,NAL14-037,Cornerstone Ag,7/27/2020 16:25,7/27/2020 16:32
B-882,0728200919FL,0728200919FL,NAL15-023,Accutek Home Inspections,7/28/2020 9:19,7/28/2020 16:27
B-883,0728201005FL,0728201005FL,NAL14-037,Cornerstone Ag,7/28/2020 10:05,7/28/2020 16:14
B-884,0728201050FL,0728201050FL,NAL18-045,Blinker's Restaurant,7/28/2020 10:50,7/28/2020 16:27
B-885,0728201143FL,0728201143FL,NAL20-141,Stephanie Barbosa,7/28/2020 11:43,7/28/2020 16:27
B-886,0728201416FL,0728201416FL,NAL15-056,Guardian Home Inspections,7/28/2020 14:16,7/28/2020 16:27
B-887,0729201119FL,0729201119FL,NAL19-117,The Fields,7/29/2020 11:19,7/29/2020 16:29
B-888,0729201145FL,0729201145FL,NAL15-056,Guardian Home Inspections,7/29/2020 11:45,7/29/2020 16:29
B-889,0729201508FL,0729201508FL,NAL16-118,Saugatuck Weekends,7/29/2020 15:08,7/29/2020 16:29
B-1389,0412211314FL,0412211314FL,NAL14-042,Jubilee Blueberry Farms,4/12/2021 13:14,4/12/2021 16:50
B-1447,0503211107FL,0503211107FL,NAL19-117,The Fields,5/3/2021 11:07,5/3/2021 16:05
B-1448,0503211143FL,0503211143FL,NAL14-030,Barwacz Farms,5/3/2021 11:43,5/3/2021 16:05
B-1449,0503211222FL,0503211222FL,NAL16-037,Linden Hills,5/3/2021 12:22,5/3/2021 16:05
B-1450,0503211247FL,0503211247FL,NAL18-169,The Linking Center,5/3/2021 12:47,5/3/2021 16:05
B-1451,0504211047FL,0504211047FL,NAL15-091,Antonio Reyna,5/4/2021 10:47,5/4/2021 16:01
B-1452,0504211216FL,0504211216FL,NAL16-118,Saugatuck Weekends,5/4/2021 12:16,5/4/2021 16:01
B-1453,0504211217FL,0504211217FL,NAL16-118,Saugatuck Weekends,5/4/2021 12:17,5/4/2021 16:01
B-1454,0504211437FL,0504211437FL,NAL14-037,Cornerstone Ag,5/4/2021 14:37,5/4/2021 16:32
B-1455,0505211107FL,0505211107FL,NAL14-133,Warner Camp,5/5/2021 11:07,5/5/2021 16:00
B-1456,0505211619FL,0505211619FL,NAL14-037,Cornerstone Ag,5/5/2021 16:19,5/5/2021 16:40
B-1457,0506210805FL,0506210805FL,NAL15-023,Accutek Home Inspections,5/6/2021 8:05,5/6/2021 15:41
B-1458,0506210934FL,0506210934FL,NAL16-028,Latchaw Orchards,5/6/2021 9:34,5/6/2021 16:41
B-1459,0506211120FL,0506211120FL,NAL19-054,Agudath Israel,5/6/2021 11:20,5/6/2021 16:41
B-1460,0506211135FL,0506211135FL,NAL16-034,Mr. Grocery,5/6/2021 11:35,5/6/2021 16:41
B-1461,0506211144FL,0506211144FL,NAL14-097,Bautista Blueberry,5/6/2021 11:44,5/6/2021 16:41
B-1462,0507211154FL,0507211154FL,NAL15-106,True Blue Farms,5/7/2021 11:54,5/7/2021 16:06
B-1463,0510210808FL,0510210808FL,NAL15-023,Accutek Home Inspections,5/10/2021 8:08,5/10/2021 16:09
B-1464,0510211425FL,0510211425FL,NAL19-034,Revolution Farms,5/10/2021 14:25,5/10/2021 16:17
B-1465,0510211601FL,0510211601FL,NAL14-037,Cornerstone Ag,5/10/2021 16:01,5/10/2021 16:17
B-1466,0511210840FL,0511210840FL,NAL15-040,Palisades Park Country Club,5/11/2021 8:40,5/11/2021 15:57
B-1467,0511211242FL,0511211242FL,NAL16-118,Saugatuck Weekends,5/11/2021 12:42,5/12/2021 10:30
B-1468,0511211243FL,0511211243FL,NAL16-118,Saugatuck Weekends,5/11/2021 12:43,5/12/2021 10:30
B-1469,0511211540FL,0511211540FL,NAL11-093,DeGrandchamp Farms,5/11/2021 15:40,5/11/2021 16:15
B-1470,0512210831FL,0512210831FL,NAL15-023,Accutek Home Inspections,5/12/2021 8:31,5/12/2021 16:29
B-1471,0512210847FL,0512210847FL,NAL19-054,Agudath Israel,5/12/2021 8:47,5/12/2021 16:29
B-1472,0512211010FL,0512211010FL,NAL13-104,"New Day Berry Farms, LLC",5/12/2021 10:10,5/12/2021 16:37
B-1473,0512211300FL,0512211300FL,NAL14-029,New Horizon Harvest Corp.,5/12/2021 13:00,5/12/2021 16:37
B-1474,0512211433FL,0512211433FL,NAL14-037,Cornerstone Ag,5/12/2021 14:33,5/12/2021 16:29
B-1475,0512211534FL,0512211534FL,NAL17-202,Country Fare Restaurant,5/12/2021 15:34,5/12/2021 16:29
B-1476,0512211537FL,0512211537FL,NAL14-037,Cornerstone Ag,5/12/2021 15:37,5/12/2021 16:37
B-1477,0513210859FL,0513210859FL,NAL19-054,Agudath Israel,5/13/2021 8:59,5/13/2021 15:59
B-1478,0513211056FL,0513211056FL,NAL14-044,Goin's Blueberry Lane,5/13/2021 10:56,5/13/2021 16:12
B-1479,0513211358FL,0513211358FL,NAL15-046,"Thomas Blueberries, Inc.",5/13/2021 15:58,5/13/2021 16:12
B-1480,0514210807FL,0514210807FL,NAL21-092,Andy Tolczyk,5/14/2021 8:07,5/14/2021 16:17
B-1481,0513211542FL,0513211542FL,NAL15-046,"Thomas Blueberries, Inc.",5/13/2021 15:42,5/13/2021 10:30
B-1482,0514210822FL,0514210822FL,NAL15-023,Accutek Home Inspections,5/14/2021 8:22,5/14/2021 16:17
B-1483,0514210824FL,0514210824FL,NAL15-023,Accutek Home Inspections,5/14/2021 8:24,5/14/2021 16:17
B-1484,0514210856FL,0514210856FL,NAL18-096,"Dowd Properties, LLC",5/14/2021 8:56,5/14/2021 16:17
B-1485,0514210858FL,0514210858FL,NAL18-096,"Dowd Properties, LLC",5/14/2021 8:58,5/14/2021 10:30
B-1486,0514211620FL,0514211620FL,NAL13-104,"New Day Berry Farms, LLC",5/14/2021 16:20,5/14/2021 16:25
B-912,0807201215FL,0807201215FL,NAL19-027,Meadowbrook Estates,8/7/2020 12:15,8/7/2020 16:20
B-913,0807201354FL,0807201354FL,NAL15-146,Lakewood Beach Co.,8/7/2020 13:54,8/7/2020 16:20
B-914,0810201047FL,0810201047FL,NAL15-023,Accutek Home Inspections,8/10/2020 10:47,8/10/2020 16:20
B-915,0810201334FL,0810201334FL,NAL12-072,Blue Star Farms,8/10/2020 13:34,8/10/2020 16:20
B-916,0810201340FL,0810201340FL,NAL19-094,Blue Ridge Farms,8/10/2020 13:40,8/10/2020 16:05
B-917,0810201419FL,0810201419FL,NAL14-041,Redlum Farms,8/10/2020 14:19,8/10/2020 16:05
B-918,0810201423FL,0810201423FL,NAL19-034,Revolution Farms,8/10/2020 14:23,8/10/2020 16:20
B-919,0810201445FL,0810201445FL,NAL15-056,Guardian Home Inspections,8/10/2020 14:55,8/10/2020 16:20
B-920,0810201500FL,0810201500FL,NAL19-034,Revolution Farms,8/10/2020 15:00,8/10/2020 16:20
B-921,0810201555FL,0810201555FL,NAL18-163,Two Rivers Coalition,8/10/2020 15:55,8/10/2020 16:24
B-922,0810201651FL,0810201651FL,NAL19-117,The Fields,8/10/2020 16:51,8/10/2020 17:15
B-923,0810201653FL,0810201653FL,NAL14-037,Cornerstone Ag,8/10/2020 16:53,8/10/2020 17:00
B-924,0811200803FL,0811200803FL,NAL14-031,Spice Bush Creek Farm,8/11/2020 8:03,8/11/2020 16:25
B-925,0811201043FL,0811201043FL,NAL15-023,Accutek Home Inspections,8/11/2020 10:43,8/11/2020 16:25
B-926,0811201046FL,0811201046FL,NAL20-148,Tim Brinks,8/11/2020 10:46,8/11/2020 16:25
B-927,0811201047FL,0811201047FL,NAL15-023,Accutek Home Inspections,8/11/2020 10:47,8/11/2020 16:25
B-928,0811201318FL,0811201318FL,NAL16-186,Adkin Blue Ribbon Packing Company,8/11/2020 13:18,8/11/2020 16:25
B-929,0811201359FL,0811201359FL,NAL14-037,Cornerstone Ag,8/11/2020 13:59,8/11/2020 16:09
B-930,0811201519FL,0811201519FL,NAL11-093,DeGrandchamp Farms,8/11/2020 15:19,8/11/2020 16:25
B-931,0812201219FL,0812201219FL,NAL16-118,Saugatuck Weekends,8/12/2020 12:19,8/13/2020 16:25
B-932,0812201220FL,0812201220FL,NAL16-118,Saugatuck Weekends,8/12/2020 12:20,8/13/2020 16:25
B-933,0812201221FL,0812201221FL,NAL16-118,Saugatuck Weekends,8/12/2020 12:21,8/13/2020 16:25
B-934,0812201401FL,0812201401FL,NAL15-023,Accutek Home Inspections,8/12/2020 14:01,8/13/2020 16:25
B-935,0813200906FL,0813200906FL,NAL17-087,Van Buren Cass DHD,8/13/2020 9:06,8/13/2020 16:21
B-936,0814200908FL,0814200908FL,NAL17-087,Van Buren Cass DHD,8/14/2020 9:08,8/14/2020 16:20
B-937,0814200915FL,0814200915FL,NAL15-023,Accutek Home Inspections,8/14/2020 9:15,8/14/2020 16:20
B-938,0814200916FL,0814200916FL,NAL15-023,Accutek Home Inspections,8/14/2020 9:16,8/14/2020 15:47
B-939,0814200917FL,0814200917FL,NAL15-023,Accutek Home Inspections,8/14/2020 9:17,8/14/2020 16:20
B-940,0814201025FL,0814201025FL,NAL16-061,Cherry Bay Orchards,8/14/2020 10:25,8/14/2020 16:20
B-941,0814201320FL,0814201320FL,NAL16-118,Saugatuck Weekends,8/14/2020 13:20,8/14/2020 16:20
B-942,0817200930FL,0817200930FL,NAL18-163,Two Rivers Coalition,8/17/2020 9:30,8/17/2020 16:18
B-943,0817201019FL,0817201019FL,NAL16-037,Linden Hills,8/17/2020 10:19,8/17/2020 16:35
B-944,0817201048FL,0817201048FL,NAL15-023,Accutek Home Inspections,8/17/2020 10:48,8/17/2020 16:35
B-945,0817201059FL,0817201059FL,NAL14-037,Cornerstone Ag,8/17/2020 10:59,8/17/2020 16:23
B-946,0817201414FL,0817201414FL,NAL14-044,Goin's Blueberry Lane,8/17/2020 14:14,8/17/2020 16:23
B-947,0817201431FL,0817201431FL,NAL19-034,Revolution Farms,8/17/2020 14:31,8/17/2020 16:23
B-948,0817201516FL,0817201516FL,NAL20-158,Cheryl Goodreau,8/17/2020 15:16,8/17/2020 16:35
B-949,0817201556FL,0817201556FL,NAL14-032,"Berry Fresh Farms, LLC",8/17/2020 15:56,8/17/2020 16:35
B-950,0818200832FL,0818200832FL,NAL18-159,R Todd Farms,8/18/2020 8:32,8/18/2020 16:29
B-303,1126190822FL,1126190822FL,NAL15-023,Accutek Home Inspections,11/26/2019 8:22,11/26/2019 16:20
B-304,1126191438FL,1126191438FL,NAL19-034,Revolution Farms,11/26/2019 14:38,11/26/2019 16:20
B-305,1126191439FL,1126191439FL,NAL19-034,Revolution Farms,11/26/2019 14:39,11/26/2019 16:45
B-306,1202191405FL,1202191405FL,NAL18-019,Safari Joe's,12/2/2019 14:05,12/2/2019 16:40
B-307,1202191426FL,1202191426FL,NAL12-042,Remax Lakeshore,12/2/2019 14:28,12/2/2019 16:40
B-308,1203191227FL,1203191227FL,NAL17-132,Phoenix Country Market,12/3/2019 12:27,12/3/2019 17:05
B-309,1203191337FL,1203191337FL,NAL19-034,Revolution Farms,12/3/2019 13:37,12/3/2019 17:05
B-310,1203191421FL,1203191421FL,NAL15-106,True Blue Farms,12/3/2019 14:21,12/3/2019 17:05
B-311,1203191540FL,1203191540FL,NAL16-034,Mr. Grocery,12/3/2019 15:40,12/3/2019 17:05
B-312,1204191344FL,1204191344FL,NAL16-161,"Lakeshore Environmental, Inc.",12/4/2019 13:44,12/4/2019 17:00
B-313,1204191346FL,1204191346FL,NAL18-045,Blinker's Restaurant,12/4/2019 13:46,12/4/2019 17:00
B-314,1205191138FL,1205191138FL,NAL19-034,Revolution Farms,12/5/2019 11:38,12/5/2019 11:50
B-315,1206191435FL,1206191435FL,NAL15-023,Accutek Home Inspections,12/6/2019 14:35,12/6/2019 16:52
B-316,1209191325FL,1209191325FL,NAL19-034,Revolution Farms,12/9/2019 13:25,12/9/2019 16:46
B-317,1209191330FL,1209191330FL,NAL19-034,Revolution Farms,12/9/2019 13:30,12/9/2019 16:46
B-318,1209191451FL,1209191451FL,NAL15-165,City of South Haven,12/9/2019 14:51,
B-319,1210190907FL,1210190907FL,NAL15-023,Accutek Home Inspections,12/10/2019 9:07,12/10/2019 16:00
B-320,1210191154FL,1210191154FL,NAL16-165,Pullman Bible Church,12/10/2019 11:54,12/10/2019 16:57
B-321,1210191240FL,1210191240FL,NAL16-193,San Felipe de Jesus Catholic,12/10/2019 12:40,12/10/2019 16:57
B-322,1211191022FL,1211191022FL,NAL19-169,Palisade Nuclear Plant,12/11/2019 10:22,12/11/2019 10:50
B-323,1212191355FL,1212191355FL,NAL17-088,The Glenn Store,12/12/2019 13:55,12/12/2019 16:50
B-324,1213191253FL,1213191253FL,NAL15-056,Guardian Home Inspections,12/13/2019 12:53,12/13/2019 16:40
B-325,1216191316FL,1216191316FL,NAL12-001,Bronson Wellness Center-South Haven,12/16/2019 13:16,12/16/2019 16:45
B-326,1217191328FL,1217191328FL,NAL18-019,Safari Joe's,12/17/2019 13:28,12/17/2019 16:40
B-327,1217191435FL,1217191435FL,NAL19-034,Revolution Farms,12/17/2019 14:35,12/17/2019 16:40
B-328,1218190853FL,1218190853FL,NAL15-023,Accutek Home Inspections,12/18/2019 8:53,12/18/2019 16:40
B-329,1218191209FL,1218191209FL,NAL19-120,Kahuna's Taco Shack,12/18/2019 12:09,12/18/2019 16:40
B-330,1219191206FL,1219191206FL,NAL18-097,Glenn Vineyard,12/19/2019 12:06,12/19/2019 16:52
B-331,1219191432FL,1219191432FL,NAL16-154,Pizza Plus,12/19/2019 14:32,12/19/2019 16:52
B-332,1220190940FL,1220190940FL,NAL18-144,Schooner Dept,12/20/2019 9:40,12/20/2019 16:45
B-333,1220190945FL,1220190945FL,NAL19-196,Sue Calkins,12/20/2019 9:45,12/20/2019 16:45
B-334,1220191233FL,1220191233FL,NAL16-154,Pizza Plus,12/20/2019 12:33,
B-335,1220191353FL,1220191353FL,NAL19-097,Dhillon Gas,12/20/2019 13:53,12/20/2019 16:45
B-336,1223190905FL,1223190905FL,NAL18-096,"Dowd Properties, LLC",12/23/2019 9:05,12/23/2019 17:00
B-337,1223191030FL,1223191030FL,NAL18-061,Jack Traughber,12/23/2019 10:30,12/23/2019 17:00
B-338,1223191218FL,1223191218FL,NAL17-064,Beeches Golf Club,12/23/2019 12:18,12/23/2019 17:00
B-339,1223191314FL,1223191314FL,NAL15-023,Accutek Home Inspections,12/23/2019 13:14,12/23/2019 17:00
B-340,1223191330FL,1223191330FL,NAL19-034,Revolution Farms,12/23/2019 13:30,12/23/2019 17:00
B-341,1223191332FL,1223191332FL,NAL18-019,Safari Joe's,12/23/2019 13:32,12/23/2019 17:00
B-342,1223191337FL,1223191337FL,NAL18-061,Jack Traughber,12/23/2019 13:37,
B-343,1226190900FL,1226190900FL,NAL18-096,"Dowd Properties, LLC",12/26/2019 9:00,12/26/2019 17:20
B-344,1226191620FL,1226191620FL,NAL19-177,Christine Skandis,12/26/2019 16:20,12/26/2019 17:20
B-345,1230191215FL,1230191215FL,NAL19-169,Palisade Nuclear Plant,12/30/2019 12:15,12/30/2019 13:37
B-346,1230191252FL,1230191252FL,NAL19-034,Revolution Farms,12/30/2019 12:52,12/30/2019 13:37
B-347,1231190827FL,1231190827FL,NAL16-034,Mr. Grocery,12/31/2019 8:27,
B-348,0102201122FL,0102201122FL,NAL18-019,Safari Joe's,1/2/2020 11:22,1/2/2020 16:45
B-349,0102201345FL,0102201345FL,NAL17-132,Phoenix Country Market,1/2/2020 13:45,
B-350,0102201636FL,0102201636FL,NAL16-034,Mr. Grocery,1/2/2020 16:36,1/2/2020 17:00
B-351,0103201107FL,0103201107FL,NAL15-085,Stokes Homestead,1/3/2020 11:07,1/3/2020 16:48
B-352,0103201628FL,0103201628FL,NAL19-177,Christine Skandis,1/3/2020 16:28,1/3/2020 16:48
B-353,0106201232FL,0106201232FL,NAL17-132,Phoenix Country Market,1/6/2020 12:32,
B-354,0106201316FL,0106201316FL,NAL18-019,Safari Joe's,1/6/2020 13:16,1/6/2020 16:50
B-355,0106201325FL,0106201325FL,NAL19-034,Revolution Farms,1/6/2020 13:25,1/6/2020 16:50
B-356,0106201340FL,0106201340FL,NAL16-189,Grace Apostolic Tabernacle,1/6/2020 13:40,1/6/2020 16:50
B-357,0107201011FL,0107201011FL,NAL15-060,Ellis Fams,1/7/2020 10:11,1/7/2020 16:47
B-358,0107201313FL,0107201313FL,NAL15-106,True Blue Farms,1/7/2020 13:13,1/7/2020 16:47
B-359,0110201151FL,0110201151FL,NAL16-189,Grace Apostolic Tabernacle,1/10/2020 11:51,1/10/2020 16:25
B-360,0110201547FL,0110201547FL,NAL15-023,Accutek Home Inspections,1/10/2020 15:47,1/10/2020 16:25
B-965,0824201022FL,0824201022FL,NAL15-023,Accutek Home Inspections,8/24/2020 10:22,8/24/2020 16:33
B-966,0824201240FL,0824201240FL,NAL16-189,Grace Apostolic Tabernacle,8/24/2020 12:40,8/24/2020 16:33
B-967,0824201401FL,0824201401FL,NAL18-185,King Realty,8/24/2020 14:01,8/24/2020 16:33
B-968,0824201405FL,0824201405FL,NAL14-037,Cornerstone Ag,8/24/2020 14:05,8/24/2020 16:18
B-969,0824201543FL,0824201543FL,NAL19-034,Revolution Farms,8/24/2020 15:43,8/24/2020 16:33
B-970,0824201544FL,0824201544FL,NAL19-034,Revolution Farms,8/24/2020 15:44,8/24/2020 16:18
B-971,0825201532FL,0825201532FL,NAL18-131,Laketown Golf and Conference Center,8/25/2020 15:32,8/25/2020 16:25
B-972,0826200850FL,0826200850FL,NAL18-096,"Dowd Properties, LLC",8/26/2020 8:50,8/26/2020 16:27
B-973,0826201107FL,0826201107FL,NAL15-023,Accutek Home Inspections,8/26/2020 11:07,8/26/2020 16:27
B-974,0826201208FL,0826201208FL,NAL16-118,Saugatuck Weekends,8/26/2020 12:08,8/26/2020 16:27
B-975,0826201408FL,0826201408FL,NAL14-037,Cornerstone Ag,8/26/2020 14:08,8/26/2020 16:11
B-976,0826201640FL,0826201640FL,NAL20-164,Evan Tucker,8/26/2020 16:40,8/27/2020 17:14
B-977,0826201654FL,0826201654FL,NAL19-117,The Fields,8/26/2020 16:54,8/27/2020 17:18
B-1379,0409210846FL,0409210846FL,NAL13-104,"New Day Berry Farms, LLC",4/9/2021 8:46,4/9/2021 17:08
B-1380,0409211029FL,0409211029FL,NAL16-059,Glenn Community Center,4/9/2021 10:29,4/9/2021 17:05
B-1381,0409211317FL,0409211317FL,NAL19-027,Meadowbrook Estates,4/9/2021 13:17,4/9/2021 17:05
B-1382,0409211445FL,0409211445FL,NAL15-056,Guardian Home Inspections,4/9/2021 14:45,4/9/2021 17:05
B-1383,0409211651FL,0409211651FL,NAL18-187,Van Buren State Park,4/9/2021 16:51,4/9/2021 17:05
B-1384,0412210953FL,0412210953FL,NAL15-040,Palisades Park Country Club,4/12/2021 9:53,4/12/2021 12:14
B-1385,0412211054FL,0412211054FL,NAL21-060,Mike Doyle,4/12/2021 10:54,4/12/2021 12:14
B-1386,0412211200FL,0412211200FL,NAL14-045,Sunshine Blueberry Farms,4/12/2021 12:00,4/12/2021 16:50
B-1387,0412211204FL,0412211204FL,NAL18-187,Van Buren State Park,4/12/2021 12:04,4/12/2021 16:50
B-1388,0412211245FL,0412211245FL,NAL14-097,Bautista Blueberry,4/12/2021 12:45,4/12/2021 16:50
B-1390,0412211637FL,0412211637FL,NAL17-046,KalHaven Out Post,4/12/2021 16:37,4/12/2021 16:57
B-1391,0412211643FL,0412211643FL,NAL15-067,Midway Orchards,4/12/2021 16:43,4/12/2021 17:03
B-1256,0219211634FL,0219211634FL,NAL17-064,Beeches Golf Club,2/19/2021 16:34,2/19/2021 16:35
B-1257,0219211312FL,0219211312FL,NAL19-198,Fluresh,2/19/2021 13:12,2/19/2021 13:20
B-192,0926190958FL,0926190958FL,NAL15-023,Accutek Home Inspections,9/26/2019 9:58,9/26/2019 16:50
B-193,0926191035FL,0926191035FL,NAL18-061,Jack Traughber,9/26/2019 10:35,9/26/2019 16:50
B-194,0926191330FL,0926191330FL,NAL18-097,Glenn Vineyard,9/26/2019 13:30,9/26/2019 16:50
B-196,0926191458FL,0926191458FL,NAL18-019,Safari Joe's,9/26/2019 14:58,9/26/2019 16:50
B-197,0926191510FL,0926191510FL,NAL15-056,Guardian Home Inspections,9/26/2019 15:10,9/26/2019 16:50
B-198,0923191457FL,0923191457FL,NAL15-131,Honee Bear Canning,9/23/2019 14:57,
B-199,0923191501FL,0923191501FL,NAL15-167,Sill Farms Market,9/23/2019 15:01,
B-200,0927191006FL,0927191006FL,NAL16-168,Telamon Corporation,9/27/2019 10:06,9/27/2019 16:50
B-201,0927191622FL,0927191622FL,NAL16-189,Grace Apostolic Tabernacle,9/27/2019 16:22,9/27/2019 16:50
B-202,0930191005FL,0930191005FL,NAL12-001,Bronson Wellness Center-South Haven,9/30/2019 10:05,9/30/2019 16:52
B-203,0930191023FL,0930191023FL,NAL19-117,The Fields,9/30/2019 10:23,9/30/2019 16:52
B-204,0930191345FL,0930191345FL,NAL17-046,KalHaven Out Post,9/30/2019 13:45,9/30/2019 16:52
B-205,0930191517FL,0930191517FL,NAL16-193,San Felipe de Jesus Catholic,9/30/2019 15:17,9/30/2019 16:52
B-206,0930191556FL,0930191556FL,NAL19-153,Louisa Packard,9/30/2019 15:56,10/1/2019 13:07
B-207,1001190945FL,1001190945FL,NAL18-019,Safari Joe's,10/1/2019 9:45,10/1/2019 16:50
B-208,1001191130FL,1001191130FL,NAL16-037,Linden Hills,10/1/2019 11:30,10/1/2019 16:50
B-209,1001191435FL,1001191435FL,NAL16-161,"Lakeshore Environmental, Inc.",10/1/2019 14:35,10/1/2019 16:50
B-210,1001191445FL,1001191445FL,NAL15-106,True Blue Farms,10/1/2019 14:45,10/1/2019 16:50
B-211,1002191004FL,1002191004FL,NAL15-023,Accutek Home Inspections,10/2/2019 10:04,10/2/2019 16:45
B-212,1002191008FL,1002191008FL,NAL15-085,Stokes Homestead,10/2/2019 10:08,10/2/2019 16:45
B-213,1002191027FL,1002191027FL,NAL14-126,Spring Grove Camp Ground,10/2/2019 10:27,10/2/2019 16:45
B-214,1002191435FL,1002191435FL,NAL18-185,King Realty,10/2/2019 14:35,10/2/2019 16:45
B-215,1002191510FL,1002191510FL,NAL15-149,Kibbie Christian Reformed Church,10/2/2019 15:10,10/2/2019 16:45
B-216,1002191550FL,1002191550FL,NAL17-202,Country Fare Restaurant,10/2/2019 15:50,10/2/2019 16:45
B-217,1002191552FL,1002191552FL,NAL18-045,Blinker's Restaurant,10/2/2019 15:52,10/2/2019 16:45
B-218,1003190902FL,1003190902FL,NAL15-104,Intercare,10/3/2019 9:02,10/3/2019 16:40
B-219,1003191155FL,1003191155FL,NAL15-056,Guardian Home Inspections,10/3/2019 11:55,10/3/2019 16:40
B-220,1003191300FL,1003191300FL,NAL12-042,Remax Lakeshore,10/3/2019 13:00,10/3/2019 16:40
B-221,1003191458FL,1003191458FL,NAL16-161,"Lakeshore Environmental, Inc.",10/3/2019 14:58,10/3/2019 16:40
B-222,1004190900FL,1004190900FL,NAL15-040,Palisades Park Country Club,10/4/2019 9:00,10/4/2019 16:55
B-223,1004191024FL,1004191024FL,NAL15-023,Accutek Home Inspections,10/4/2019 10:24,10/4/2019 16:55
B-224,1004191346FL,1004191346FL,NAL16-034,Mr. Grocery,10/4/2019 13:46,10/4/2019 16:55
B-225,1003191453FL,1003191453FL,NAL12-042,Remax Lakeshore,10/3/2019 14:53,
B-226,1008191533FL,1008191533FL,NAL18-019,Safari Joe's,10/8/2019 15:33,10/8/2019 16:58
B-227,1009191106FL,1009191106FL,NAL14-126,Spring Grove Camp Ground,10/9/2019 11:06,10/9/2019 16:45
B-228,1009191410FL,1009191410FL,NAL16-118,Saugatuck Weekends,10/9/2019 14:10,10/9/2019 16:45
B-229,1010191052FL,1010191052FL,NAL14-133,Warner Camp,10/10/2019 10:52,10/10/2019 16:45
B-230,1010191422FL,1010191422FL,NAL19-160,Eric Carlson,10/10/2019 14:22,10/10/2019 16:45
B-232,1010191456FL,1010191456FL,NAL16-118,Saugatuck Weekends,10/10/2019 14:56,10/10/2019 16:45
B-233,1010190947FL,1010190947FL,NAL19-159,Roark Consolatti,10/10/2019 9:47,10/16/2019 14:34
B-234,1014191408FL,1014191408FL,NAL18-019,Safari Joe's,10/14/2019 14:08,10/14/2019 16:40
B-235,1014191411FL,1014191411FL,NAL17-085,Glenn Development Co.,10/14/2019 14:11,10/14/2019 16:40
B-236,1014191544FL,1014191544FL,NAL19-162,Janelle Kloske,10/14/2019 15:44,10/14/2019 16:40
B-237,1015191027FL,1015191027FL,NAL11-093,DeGrandchamp Farms,10/15/2019 10:27,10/15/2019 16:45
B-238,1015191151FL,1015191151FL,NAL18-096,"Dowd Properties, LLC",10/15/2019 11:51,10/15/2019 16:45
B-239,1015191250FL,1015191250FL,NAL14-133,Warner Camp,10/15/2019 12:50,
B-240,1015191424FL,1015191424FL,NAL16-102,What Not Inn,10/15/2019 14:24,10/15/2019 16:45
B-241,1015191426FL,1015191426FL,NAL19-161,Heather Rigozzi,10/15/2019 14:26,10/15/2019 16:45
B-242,1016191623FL,1016191623FL,NAL15-023,Accutek Home Inspections,10/16/2019 16:23,10/16/2019 16:53
B-243,1017191026FL,1017191026FL,NAL12-001,Bronson Wellness Center-South Haven,10/17/2019 10:26,10/17/2019 16:40
B-244,1017191124FL,1017191124FL,NAL19-165,Lawrence Mitchell,10/17/2019 11:24,10/17/2019 16:40
B-245,1018191210FL,1018191210FL,NAL15-168,First Congregational Church,10/18/2019 12:10,10/18/2019 16:38
B-246,1018191651FL,1018191651FL,NAL15-023,Accutek Home Inspections,10/18/2019 16:51,10/18/2019 17:15
B-247,1022190938FL,1022190938FL,NAL17-058,Maria's Lone Star Home Pub,10/22/2019 9:38,10/22/2019 16:45
